100532731	R-HSA-162582	Signal Transduction
100532731	R-HSA-2559580	Oxidative Stress Induced Senescence
100532731	R-HSA-392499	Metabolism of proteins
100532731	R-HSA-74160	Gene expression (Transcription)
100532731	R-HSA-8953897	Cellular responses to stimuli
100533105	R-HSA-382551	Transport of small molecules
100533177	R-HSA-1266738	Developmental Biology
100534599	R-HSA-5696398	Nucleotide Excision Repair
100534599	R-HSA-6781827	Transcription-Coupled Nucleotide Excision Repair (TC-NER)
100534599	R-HSA-73894	DNA Repair
100534599	R-HSA-8953854	Metabolism of RNA
10053	R-HSA-1643685	Disease
10053	R-HSA-168256	Immune System
10053	R-HSA-5653656	Vesicle-mediated transport
10054	R-HSA-392499	Metabolism of proteins
10055	R-HSA-392499	Metabolism of proteins
10056	R-HSA-392499	Metabolism of proteins
10057	R-HSA-1430728	Metabolism
10057	R-HSA-382551	Transport of small molecules
10057	R-HSA-9748784	Drug ADME
10058	R-HSA-1643685	Disease
10058	R-HSA-382551	Transport of small molecules
10059	R-HSA-5357801	Programmed Cell Death
1005	R-HSA-1500931	Cell-Cell communication
10060	R-HSA-112316	Neuronal System
10060	R-HSA-1643685	Disease
10060	R-HSA-382551	Transport of small molecules
10060	R-HSA-397014	Muscle contraction
10062	R-HSA-1430728	Metabolism
10062	R-HSA-162582	Signal Transduction
10062	R-HSA-382551	Transport of small molecules
10062	R-HSA-392499	Metabolism of proteins
10062	R-HSA-400206	Regulation of lipid metabolism by PPARalpha
10062	R-HSA-556833	Metabolism of lipids
10062	R-HSA-74160	Gene expression (Transcription)
10062	R-HSA-9031528	NR1H2 & NR1H3 regulate gene expression linked to triglyceride lipolysis in adipose
10062	R-HSA-9623433	NR1H2 & NR1H3 regulate gene expression to control bile acid homeostasis
10063	R-HSA-9609507	Protein localization
100653049	R-HSA-1266738	Developmental Biology
10068	R-HSA-168256	Immune System
1006	R-HSA-1500931	Cell-Cell communication
10071	R-HSA-1643685	Disease
10071	R-HSA-168256	Immune System
10071	R-HSA-392499	Metabolism of proteins
10073	R-HSA-8953854	Metabolism of RNA
10075	R-HSA-168256	Immune System
10076	R-HSA-162582	Signal Transduction
10079	R-HSA-382551	Transport of small molecules
1007	R-HSA-1500931	Cell-Cell communication
10081	R-HSA-8953854	Metabolism of RNA
10082	R-HSA-1430728	Metabolism
10082	R-HSA-1643685	Disease
10082	R-HSA-1971475	A tetrasaccharide linker sequence is required for GAG synthesis
10082	R-HSA-3560783	Defective B4GALT7 causes EDS, progeroid type
10082	R-HSA-9709957	Sensory Perception
10082	R-HSA-975634	Retinoid metabolism and transport
10083	R-HSA-9709957	Sensory Perception
10084	R-HSA-8953854	Metabolism of RNA
100861532	R-HSA-74160	Gene expression (Transcription)
100861532	R-HSA-8953854	Metabolism of RNA
100861540	R-HSA-1430728	Metabolism
100861540	R-HSA-211859	Biological oxidations
10087	R-HSA-1430728	Metabolism
10087	R-HSA-1660661	Sphingolipid de novo biosynthesis
10087	R-HSA-428157	Sphingolipid metabolism
10087	R-HSA-556833	Metabolism of lipids
10089	R-HSA-112316	Neuronal System
10089	R-HSA-397014	Muscle contraction
1008	R-HSA-1500931	Cell-Cell communication
10090	R-HSA-1430728	Metabolism
100913187	R-HSA-8953854	Metabolism of RNA
10092	R-HSA-1266738	Developmental Biology
10092	R-HSA-162582	Signal Transduction
10092	R-HSA-1643685	Disease
10092	R-HSA-168256	Immune System
10092	R-HSA-422475	Axon guidance
10092	R-HSA-5653656	Vesicle-mediated transport
10093	R-HSA-1266738	Developmental Biology
10093	R-HSA-162582	Signal Transduction
10093	R-HSA-1643685	Disease
10093	R-HSA-168256	Immune System
10093	R-HSA-422475	Axon guidance
10093	R-HSA-5653656	Vesicle-mediated transport
10094	R-HSA-1266738	Developmental Biology
10094	R-HSA-162582	Signal Transduction
10094	R-HSA-1643685	Disease
10094	R-HSA-168256	Immune System
10094	R-HSA-422475	Axon guidance
10094	R-HSA-5653656	Vesicle-mediated transport
10095	R-HSA-1266738	Developmental Biology
10095	R-HSA-162582	Signal Transduction
10095	R-HSA-1643685	Disease
10095	R-HSA-168256	Immune System
10095	R-HSA-422475	Axon guidance
10096	R-HSA-1266738	Developmental Biology
10096	R-HSA-162582	Signal Transduction
10096	R-HSA-1643685	Disease
10096	R-HSA-168256	Immune System
10096	R-HSA-422475	Axon guidance
10096	R-HSA-5653656	Vesicle-mediated transport
10097	R-HSA-1266738	Developmental Biology
10097	R-HSA-162582	Signal Transduction
10097	R-HSA-1643685	Disease
10097	R-HSA-168256	Immune System
10097	R-HSA-422475	Axon guidance
10097	R-HSA-5653656	Vesicle-mediated transport
10098	R-HSA-392499	Metabolism of proteins
10098	R-HSA-977225	Amyloid fiber formation
100996758	R-HSA-162582	Signal Transduction
100996758	R-HSA-375276	Peptide ligand-binding receptors
1009	R-HSA-1500931	Cell-Cell communication
100	R-HSA-1430728	Metabolism
100	R-HSA-15869	Metabolism of nucleotides
100	R-HSA-1643685	Disease
100	R-HSA-8956321	Nucleotide salvage
100	R-HSA-9734207	Nucleotide salvage defects
100	R-HSA-9735804	Diseases of nucleotide metabolism
100	R-HSA-9748784	Drug ADME
10101	R-HSA-1430728	Metabolism
10102	R-HSA-392499	Metabolism of proteins
101059918	R-HSA-162582	Signal Transduction
101060233	R-HSA-162582	Signal Transduction
101060233	R-HSA-1643685	Disease
101060233	R-HSA-2187335	The retinoid cycle in cones (daylight vision)
101060233	R-HSA-2453864	Retinoid cycle disease events
101060233	R-HSA-9709957	Sensory Perception
10106	R-HSA-8953897	Cellular responses to stimuli
10107	R-HSA-168256	Immune System
10109	R-HSA-1266738	Developmental Biology
10109	R-HSA-162582	Signal Transduction
10109	R-HSA-1643685	Disease
10109	R-HSA-168256	Immune System
10109	R-HSA-422475	Axon guidance
10109	R-HSA-5653656	Vesicle-mediated transport
1010	R-HSA-1500931	Cell-Cell communication
10110	R-HSA-382551	Transport of small molecules
10111	R-HSA-1474165	Reproduction
10111	R-HSA-1640170	Cell Cycle
10111	R-HSA-1643685	Disease
10111	R-HSA-5693568	Resolution of D-loop Structures through Holliday Junction Intermediates
10111	R-HSA-73894	DNA Repair
10111	R-HSA-74160	Gene expression (Transcription)
10111	R-HSA-8953897	Cellular responses to stimuli
10112	R-HSA-109582	Hemostasis
10112	R-HSA-1640170	Cell Cycle
10112	R-HSA-168256	Immune System
10112	R-HSA-5653656	Vesicle-mediated transport
10113	R-HSA-392499	Metabolism of proteins
10113	R-HSA-5653656	Vesicle-mediated transport
10113	R-HSA-8953897	Cellular responses to stimuli
10116	R-HSA-392499	Metabolism of proteins
10117	R-HSA-392499	Metabolism of proteins
10120	R-HSA-168256	Immune System
10121	R-HSA-1640170	Cell Cycle
10121	R-HSA-168256	Immune System
10121	R-HSA-1852241	Organelle biogenesis and maintenance
10121	R-HSA-3371497	HSP90 chaperone cycle for steroid hormone receptors (SHR) in the presence of ligand
10121	R-HSA-392499	Metabolism of proteins
10121	R-HSA-5653656	Vesicle-mediated transport
10121	R-HSA-8953897	Cellular responses to stimuli
10123	R-HSA-162582	Signal Transduction
10125	R-HSA-109582	Hemostasis
10125	R-HSA-162582	Signal Transduction
10125	R-HSA-168256	Immune System
10126	R-HSA-162582	Signal Transduction
10127	R-HSA-74160	Gene expression (Transcription)
10128	R-HSA-1428517	The citric acid (TCA) cycle and respiratory electron transport
10128	R-HSA-1430728	Metabolism
10128	R-HSA-74160	Gene expression (Transcription)
10128	R-HSA-8953897	Cellular responses to stimuli
1012	R-HSA-1500931	Cell-Cell communication
10130	R-HSA-392499	Metabolism of proteins
10130	R-HSA-8953897	Cellular responses to stimuli
10131	R-HSA-1428517	The citric acid (TCA) cycle and respiratory electron transport
10131	R-HSA-1430728	Metabolism
10133	R-HSA-162582	Signal Transduction
10133	R-HSA-1640170	Cell Cycle
10133	R-HSA-5653656	Vesicle-mediated transport
10134	R-HSA-162582	Signal Transduction
10134	R-HSA-168256	Immune System
10134	R-HSA-5357801	Programmed Cell Death
10134	R-HSA-983170	Antigen Presentation: Folding, assembly and peptide loading of class I MHC
10135	R-HSA-1430728	Metabolism
10135	R-HSA-197264	Nicotinamide salvaging
10135	R-HSA-400253	Circadian Clock
10135	R-HSA-74160	Gene expression (Transcription)
10138	R-HSA-74160	Gene expression (Transcription)
10139	R-HSA-5653656	Vesicle-mediated transport
1013	R-HSA-1266738	Developmental Biology
1013	R-HSA-1500931	Cell-Cell communication
10142	R-HSA-1640170	Cell Cycle
10142	R-HSA-1643685	Disease
10142	R-HSA-1852241	Organelle biogenesis and maintenance
10142	R-HSA-397014	Muscle contraction
10142	R-HSA-5576890	Phase 3 - rapid repolarisation
10144	R-HSA-162582	Signal Transduction
10146	R-HSA-1643685	Disease
10148	R-HSA-168256	Immune System
10152	R-HSA-162582	Signal Transduction
10152	R-HSA-1643685	Disease
10152	R-HSA-168256	Immune System
10154	R-HSA-1266738	Developmental Biology
10154	R-HSA-422475	Axon guidance
10155	R-HSA-1643685	Disease
10155	R-HSA-392499	Metabolism of proteins
10155	R-HSA-74160	Gene expression (Transcription)
10156	R-HSA-162582	Signal Transduction
10157	R-HSA-1430728	Metabolism
10157	R-HSA-71291	Metabolism of amino acids and derivatives
10159	R-HSA-168256	Immune System
10159	R-HSA-2980736	Peptide hormone metabolism
10159	R-HSA-392499	Metabolism of proteins
1015	R-HSA-1500931	Cell-Cell communication
10160	R-HSA-162582	Signal Transduction
10161	R-HSA-162582	Signal Transduction
10161	R-HSA-418038	Nucleotide-like (purinergic) receptors
10162	R-HSA-1430728	Metabolism
10162	R-HSA-1483206	Glycerophospholipid biosynthesis
10162	R-HSA-1483257	Phospholipid metabolism
10162	R-HSA-556833	Metabolism of lipids
10163	R-HSA-162582	Signal Transduction
10163	R-HSA-1643685	Disease
10163	R-HSA-168256	Immune System
10164	R-HSA-392499	Metabolism of proteins
10165	R-HSA-1430728	Metabolism
10165	R-HSA-71291	Metabolism of amino acids and derivatives
10165	R-HSA-9609507	Protein localization
10166	R-HSA-1430728	Metabolism
10166	R-HSA-71291	Metabolism of amino acids and derivatives
10168	R-HSA-74160	Gene expression (Transcription)
1016	R-HSA-1500931	Cell-Cell communication
10170	R-HSA-162582	Signal Transduction
10170	R-HSA-2453902	The canonical retinoid cycle in rods (twilight vision)
10170	R-HSA-5362517	Signaling by Retinoic Acid
10170	R-HSA-9709957	Sensory Perception
10171	R-HSA-8953854	Metabolism of RNA
10172	R-HSA-74160	Gene expression (Transcription)
10174	R-HSA-397014	Muscle contraction
10175	R-HSA-392499	Metabolism of proteins
10175	R-HSA-5653656	Vesicle-mediated transport
1017	R-HSA-109582	Hemostasis
1017	R-HSA-1266738	Developmental Biology
1017	R-HSA-1474165	Reproduction
1017	R-HSA-162582	Signal Transduction
1017	R-HSA-1640170	Cell Cycle
1017	R-HSA-1643685	Disease
1017	R-HSA-69306	DNA Replication
1017	R-HSA-73894	DNA Repair
1017	R-HSA-74160	Gene expression (Transcription)
1017	R-HSA-8953897	Cellular responses to stimuli
10181	R-HSA-8953854	Metabolism of RNA
10184	R-HSA-109582	Hemostasis
10189	R-HSA-74160	Gene expression (Transcription)
10189	R-HSA-8953854	Metabolism of RNA
10193	R-HSA-162582	Signal Transduction
10193	R-HSA-168256	Immune System
10195	R-HSA-1643685	Disease
10195	R-HSA-392499	Metabolism of proteins
10195	R-HSA-446193	Biosynthesis of the N-glycan precursor (dolichol lipid-linked oligosaccharide, LLO) and transfer to a nascent protein
10196	R-HSA-392499	Metabolism of proteins
10196	R-HSA-4839726	Chromatin organization
10197	R-HSA-1266738	Developmental Biology
10197	R-HSA-1430728	Metabolism
10197	R-HSA-162582	Signal Transduction
10197	R-HSA-1640170	Cell Cycle
10197	R-HSA-1643685	Disease
10197	R-HSA-168256	Immune System
10197	R-HSA-2467813	Separation of Sister Chromatids
10197	R-HSA-382551	Transport of small molecules
10197	R-HSA-392499	Metabolism of proteins
10197	R-HSA-422475	Axon guidance
10197	R-HSA-5357801	Programmed Cell Death
10197	R-HSA-69306	DNA Replication
10197	R-HSA-71291	Metabolism of amino acids and derivatives
10197	R-HSA-74160	Gene expression (Transcription)
10197	R-HSA-8953854	Metabolism of RNA
10197	R-HSA-8953897	Cellular responses to stimuli
10199	R-HSA-8953854	Metabolism of RNA
1019	R-HSA-1266738	Developmental Biology
1019	R-HSA-1474165	Reproduction
1019	R-HSA-162582	Signal Transduction
1019	R-HSA-1640170	Cell Cycle
1019	R-HSA-1643685	Disease
1019	R-HSA-2559580	Oxidative Stress Induced Senescence
1019	R-HSA-4839726	Chromatin organization
1019	R-HSA-74160	Gene expression (Transcription)
1019	R-HSA-8953897	Cellular responses to stimuli
1019	R-HSA-9632693	Evasion of Oxidative Stress Induced Senescence Due to p16INK4A Defects
1019	R-HSA-9632697	Evasion of Oxidative Stress Induced Senescence Due to Defective p16INK4A binding to CDK4
1019	R-HSA-9632700	Evasion of Oxidative Stress Induced Senescence Due to Defective p16INK4A binding to CDK4 and CDK6
101	R-HSA-1474244	Extracellular matrix organization
101	R-HSA-168256	Immune System
10200	R-HSA-8953854	Metabolism of RNA
10203	R-HSA-162582	Signal Transduction
10206	R-HSA-392499	Metabolism of proteins
1020	R-HSA-109582	Hemostasis
1020	R-HSA-111885	Opioid Signalling
1020	R-HSA-1266738	Developmental Biology
1020	R-HSA-162582	Signal Transduction
1020	R-HSA-1643685	Disease
1020	R-HSA-422475	Axon guidance
1020	R-HSA-74160	Gene expression (Transcription)
10210	R-HSA-392499	Metabolism of proteins
10211	R-HSA-112316	Neuronal System
10211	R-HSA-162582	Signal Transduction
10211	R-HSA-5357801	Programmed Cell Death
10212	R-HSA-74160	Gene expression (Transcription)
10212	R-HSA-8953854	Metabolism of RNA
10213	R-HSA-1266738	Developmental Biology
10213	R-HSA-1430728	Metabolism
10213	R-HSA-162582	Signal Transduction
10213	R-HSA-1640170	Cell Cycle
10213	R-HSA-1643685	Disease
10213	R-HSA-168256	Immune System
10213	R-HSA-2467813	Separation of Sister Chromatids
10213	R-HSA-382551	Transport of small molecules
10213	R-HSA-392499	Metabolism of proteins
10213	R-HSA-422475	Axon guidance
10213	R-HSA-5357801	Programmed Cell Death
10213	R-HSA-69306	DNA Replication
10213	R-HSA-71291	Metabolism of amino acids and derivatives
10213	R-HSA-74160	Gene expression (Transcription)
10213	R-HSA-8953854	Metabolism of RNA
10213	R-HSA-8953897	Cellular responses to stimuli
102157402	R-HSA-1430728	Metabolism
102157402	R-HSA-15869	Metabolism of nucleotides
102157402	R-HSA-499943	Interconversion of nucleotide di- and triphosphates
10219	R-HSA-168256	Immune System
10219	R-HSA-198933	Immunoregulatory interactions between a Lymphoid and a non-Lymphoid cell
1021	R-HSA-1640170	Cell Cycle
1021	R-HSA-1643685	Disease
1021	R-HSA-2559580	Oxidative Stress Induced Senescence
1021	R-HSA-74160	Gene expression (Transcription)
1021	R-HSA-8953897	Cellular responses to stimuli
1021	R-HSA-9632693	Evasion of Oxidative Stress Induced Senescence Due to p16INK4A Defects
1021	R-HSA-9632700	Evasion of Oxidative Stress Induced Senescence Due to Defective p16INK4A binding to CDK4 and CDK6
10221	R-HSA-162582	Signal Transduction
10224	R-HSA-74160	Gene expression (Transcription)
10225	R-HSA-168256	Immune System
10225	R-HSA-198933	Immunoregulatory interactions between a Lymphoid and a non-Lymphoid cell
10226	R-HSA-1430728	Metabolism
10226	R-HSA-162582	Signal Transduction
10226	R-HSA-163560	Triglyceride catabolism
10226	R-HSA-556833	Metabolism of lipids
10226	R-HSA-5653656	Vesicle-mediated transport
10226	R-HSA-8979227	Triglyceride metabolism
10226	R-HSA-9612973	Autophagy
10228	R-HSA-5653656	Vesicle-mediated transport
10229	R-HSA-1430728	Metabolism
1022	R-HSA-1640170	Cell Cycle
1022	R-HSA-1643685	Disease
1022	R-HSA-5696398	Nucleotide Excision Repair
1022	R-HSA-5696399	Global Genome Nucleotide Excision Repair (GG-NER)
1022	R-HSA-6781827	Transcription-Coupled Nucleotide Excision Repair (TC-NER)
1022	R-HSA-73894	DNA Repair
1022	R-HSA-74160	Gene expression (Transcription)
1022	R-HSA-8953854	Metabolism of RNA
10232	R-HSA-392499	Metabolism of proteins
10235	R-HSA-109582	Hemostasis
10235	R-HSA-162582	Signal Transduction
10235	R-HSA-168256	Immune System
10236	R-HSA-8953854	Metabolism of RNA
10238	R-HSA-392499	Metabolism of proteins
10240	R-HSA-392499	Metabolism of proteins
10242	R-HSA-109582	Hemostasis
10242	R-HSA-112316	Neuronal System
10242	R-HSA-392154	Nitric oxide stimulates guanylate cyclase
10243	R-HSA-1430728	Metabolism
10244	R-HSA-5653656	Vesicle-mediated transport
10245	R-HSA-9609507	Protein localization
10247	R-HSA-1430728	Metabolism
10247	R-HSA-71291	Metabolism of amino acids and derivatives
10248	R-HSA-8953854	Metabolism of RNA
10249	R-HSA-1430728	Metabolism
10249	R-HSA-156587	Amino Acid conjugation
10249	R-HSA-159424	Conjugation of carboxylic acids
10249	R-HSA-211859	Biological oxidations
10249	R-HSA-9748784	Drug ADME
1024	R-HSA-1266738	Developmental Biology
1024	R-HSA-1430728	Metabolism
1024	R-HSA-162582	Signal Transduction
1024	R-HSA-1643685	Disease
1024	R-HSA-400206	Regulation of lipid metabolism by PPARalpha
1024	R-HSA-556833	Metabolism of lipids
1024	R-HSA-74160	Gene expression (Transcription)
10250	R-HSA-162582	Signal Transduction
10250	R-HSA-74160	Gene expression (Transcription)
10250	R-HSA-8953854	Metabolism of RNA
10252	R-HSA-162582	Signal Transduction
10253	R-HSA-162582	Signal Transduction
10254	R-HSA-162582	Signal Transduction
10254	R-HSA-1643685	Disease
10254	R-HSA-392499	Metabolism of proteins
10254	R-HSA-5653656	Vesicle-mediated transport
10256	R-HSA-162582	Signal Transduction
10256	R-HSA-1643685	Disease
10257	R-HSA-109582	Hemostasis
10257	R-HSA-382551	Transport of small molecules
10257	R-HSA-9748784	Drug ADME
1025	R-HSA-162582	Signal Transduction
1025	R-HSA-1643685	Disease
1025	R-HSA-74160	Gene expression (Transcription)
10260	R-HSA-5653656	Vesicle-mediated transport
10262	R-HSA-8953854	Metabolism of RNA
10266	R-HSA-162582	Signal Transduction
10267	R-HSA-162582	Signal Transduction
10268	R-HSA-162582	Signal Transduction
1026	R-HSA-1266738	Developmental Biology
1026	R-HSA-162582	Signal Transduction
1026	R-HSA-1640170	Cell Cycle
1026	R-HSA-1643685	Disease
1026	R-HSA-168256	Immune System
1026	R-HSA-74160	Gene expression (Transcription)
1026	R-HSA-8953897	Cellular responses to stimuli
102723532	R-HSA-9709957	Sensory Perception
102724334	R-HSA-110328	Recognition and association of DNA glycosylase with site containing an affected pyrimidine
102724334	R-HSA-110329	Cleavage of the damaged pyrimidine 
102724334	R-HSA-1266738	Developmental Biology
102724334	R-HSA-1474165	Reproduction
102724334	R-HSA-162582	Signal Transduction
102724334	R-HSA-1640170	Cell Cycle
102724334	R-HSA-1643685	Disease
102724334	R-HSA-2559580	Oxidative Stress Induced Senescence
102724334	R-HSA-392499	Metabolism of proteins
102724334	R-HSA-69306	DNA Replication
102724334	R-HSA-73894	DNA Repair
102724334	R-HSA-73928	Depyrimidination
102724334	R-HSA-74160	Gene expression (Transcription)
102724334	R-HSA-8953897	Cellular responses to stimuli
